Elead ID,Source Type,Lead Provider,SubSource,Sale Date,Stock#,Vin#
7096812,Phone Up,Previous Buyer,,11/23/18,16357,WBS8M9C52J5K98633
17479761,Phone Up,Autotrader,,11/23/18,16433,WDDWJ8HB1JF696769
7096232,Showroom Up,Previous Buyer,,11/20/18,16330,ZAM45MMA5F0139414
7189621,Phone Up,Previous Buyer,,11/20/18,16477,WP0AA2A70JL107879
18021013,Phone Up,Cars.com,,11/20/18,16410,WBA6D6C57HG388532
18415242,Internet Up,CarGurus,CarGurus,11/20/18,16224,WDDUG8CB9GA214553
16985293,Phone Up,CarGurus,,11/19/18,16446,WBY1Z8C57HV551040
18405766,Internet Up,Dealer Website,,11/19/18,16421,WBA3T1C56GP821393
18413664,Showroom Up,Drive-by,,11/19/18,16332D,5J6RW2H52HL043907
18540516,Internet Up,Cars.com,Cars.com Leads,11/19/18,16464,WBA4W7C52JAD29035
18254270,Showroom Up,other,,11/17/18,16347,JN8AZ2NE3J9191957
18739826,Showroom Up,other,,11/17/18,16332D,5J6RW2H52HL043907
18931899,Showroom Up,other,,11/17/18,16446,WBY1Z8C57HV551040
18216214,Phone Up,Autotrader,,11/16/18,16292,WBA5B3C59FD545329
18255304,Internet Up,Autotrader.com,,11/16/18,16460,ZAM57XSL1H1212652
18371928,Phone Up,CarGurus,,11/16/18,16419,WBA5B3C5XFD548644
7101629,Phone Up,AutoTrader,,11/15/18,16437,1G1YU3D60G5600854
17889519,Internet Up,CarGurus,CarGurus,11/15/18,16461,WP1AA2A2XJKA06566
18212368,Phone Up,Cars.com,,11/15/18,16407,WA1ANAFY2J2000459
18739825,Showroom Up,other,,11/15/18,16471,WBA3T3C50F5A40362
16836986,Internet Up,Dealer Website,,11/14/18,16339A,WBSFV9C59ED593793
17029633,Internet Up,Cars.com,,11/14/18,16462,WAUFGAFC8FN014508
17878913,Internet Up,Autotrader.com,,11/14/18,16465,WP0AA2A77FL007401
17881765,Phone Up,Autotrader,,11/14/18,16422,WBA7F2C5XJG424856
18019259,Internet Up,CarNow,Chat,11/14/18,16383,WBY1Z4C59GV507225
18102072,Showroom Up,Autotrader,,11/14/18,16384,WBY1Z4C5XFV501402
17878667,Internet Up,Dealer Website,,11/13/18,16420,WBSFV9C53FD594777
18015436,Internet Up,Cars.com,Cars.com Leads,11/13/18,16405A,5UXFG8C53EL592378
18208755,Showroom Up,other,,11/13/18,16368,SALGS3EF7GA271836
17372377,Internet Up,Autotrader.com,,11/10/18,16434,5UXKU2C5XG0N79507
17779637,Showroom Up,Cars.com,,11/10/18,16442,WBA8E9G56GNT43657
17375853,Phone Up,AutoTrader,,11/8/18,16448,WBA1K5C55FV474117
18662277,Showroom Up,other,,11/8/18,16256,WBY1Z4C52FV503015
16377091,Showroom Up,Cars.com,,11/7/18,16393,5UXXW5C51F0N91447
16968637,Internet Up,Cars.com,,11/7/18,16287B,WBAYB6C52DDS16340
7099056,Showroom Up,Previous Buyer,,11/6/18,16424,4JGDA5HB8JB027451
15821028,Internet Up,CarGurus,CarGurus,11/6/18,16196,WBA1K5C56FV242772
17444307,Showroom Up,other,,11/6/18,16400,SAJWA6BU9H8K39782
7094485,Phone Up,AutoTrader,,11/5/18,16425,WBA4J3C57JBG96983
16966310,Internet Up,CarGurus,CarGurus,11/3/18,16359,WBA2M7C5XJVA97404
17776828,Showroom Up,other,,11/3/18,16359,WBA2M7C5XJVA97404
7100114,Internet Up,Dealer Website,,11/2/18,16283,5YMKT6C57G0R78295
16576539,Internet Up,CarGurus,CarGurus,11/1/18,16394,WBA7J2C57JG938503
17187994,Showroom Up,other,,11/1/18,16355A,WP0AF2A70HL152221
15214969,Internet Up,Dealer Website,,10/31/18,16418,WBY2Z2C52FV392992
16381520,Internet Up,Autotrader.com,,10/30/18,16441,WBA5B1C53FG128355
17187993,Showroom Up,other,,10/29/18,16441,WBA5B1C53FG128355
16419662,Showroom Up,other,,10/27/18,16196,WBA1K5C56FV242772
17187989,Showroom Up,other,,10/27/18,16447,WBA6A0C59FD318602
15815944,Showroom Up,Referral,,10/26/18,16414,ZAM45VLA2F0140480
16065906,Phone Up,CarGurus,,10/26/18,16409,WBAYF8C56FG245504
16075628,Phone Up,CarGurus,,10/26/18,16400,SAJWA6BU9H8K39782
15812868,Phone Up,Autotrader,,10/25/18,16372,WBY2Z2C54GV675301
15961371,Internet Up,CarGurus,CarGurus,10/25/18,16385,WBSLZ9C56FD651464
15818265,Internet Up,CarNow,Chat,10/23/18,16395,WBA5B1C56ED484072
15820294,Internet Up,Autotrader.com,,10/23/18,16405,WP1AF2A58GLB94468
15984859,Showroom Up,other,,10/23/18,16119A,1C3ADEBZXDV400260
13997172,Showroom Up,Drive-by,,10/22/18,16311A,WBAKC8C57CC437984
15870330,Showroom Up,other,,10/22/18,16261,WBA1G9C51GV599805
15763316,Showroom Up,Drive-by,,10/20/18,16426,WBAJV6C51JBJ99806
15181600,Phone Up,Chat,,10/18/18,16227A,1C4BJWDG8FL732710
15538679,Phone Up,Autotrader,,10/18/18,16332C,WMWXP7C53G2A43367
15618899,Showroom Up,Autotrader,,10/18/18,16360,4JGDA5JB4GA659906
15184551,Phone Up,CarGurus,,10/17/18,16297A,SAJWA71C44SG30787
15244005,Phone Up,Previous Buyer,,10/17/18,16387,WBA8E1C51GK479607
15247654,Showroom Up,Car Gurus,,10/17/18,16389,WBA3T7C54G5A37330
15536484,Phone Up,Autotrader,,10/17/18,16125,WUAAUAFG5AN001218
16072970,Showroom Up,other,,10/17/18,16408,WDCYC7DF6EX224108
15242376,Showroom Up,Drive-by,,10/16/18,16312A,JN1BV7AP8EM672616
15182776,Showroom Up,Car Gurus,,10/15/18,16255A,SAJDA41B343A39258
7101215,Phone Up,Previous Buyer,,10/13/18,16333C,4USCN53492LL50765
14536732,Internet Up,CarNow,SMS,10/12/18,16340A,1G1YM3D70F5106601
15039898,Phone Up,Autotrader,,10/11/18,16381,SBM13DAA4GW001113
15086574,Phone Up,AutoTrader,,10/11/18,16234A,1G1FE1R72H0214915
15041231,Phone Up,OVE,,10/10/18,16307,WBA4J1C55KBM12530
15167860,Showroom Up,other,,10/10/18,16307,WBA4J1C55KBM12530
14896688,Internet Up,CarGurus,CarGurus,10/9/18,16367,WDDPK6GA5HF128078
15018559,Internet Up,Autotrader.com,,10/9/18,16287E,WAUJ2AFD7FN021824
14504534,Internet Up,CarGurus,CarGurus,10/8/18,16255,WBA5M0C5XFD085073
15215193,Showroom Up,other,,10/8/18,16254A,2C3CDXHG5EH342398
15011410,Phone Up,CarGurus,,10/6/18,16279A,JTEBU5JR4G5295152
15017593,Phone Up,CarGurus,,10/6/18,16353,ZAM57RTA3F1149561
15037482,Showroom Up,other,,10/6/18,16353,ZAM57RTA3F1149561
15160483,Showroom Up,other,,10/6/18,16375,WDDNG7KB2CA439973
14250402,Phone Up,Referral,,10/5/18,16217,WP0CD2A92CS773104
14258321,Showroom Up,Cars.com,,10/5/18,16319a,SALSH2E40BA707386
15044631,Showroom Up,other,,10/5/18,16367,WDDPK6GA5HF128078
14191928,Internet Up,CarNow,Chat,10/4/18,16326,SCBEC9ZA3EC087950
14946688,Phone Up,CarGurus,,10/4/18,16243A,5UXZV4C5XBL742526
15012779,Showroom Up,other,,10/4/18,16244,WP1AF2A26FLA37428
14748831,Phone Up,Cars.com,,10/3/18,16064,SCBEC9ZAXFC042098
14751177,Internet Up,CarGurus,CarGurus,10/3/18,16234,WP0AB2A82JS278564
14806597,Phone Up,CarGurus,,10/3/18,16363,WDDRJ7HA2BA000787
15165091,Showroom Up,other,,10/3/18,16374,WDCYC7DF7GX254057
12128386,Showroom Up,Cars.com,,10/1/18,16312,WBA8B3G58GNT62877
14042580,Showroom Up,Autotrader,,10/1/18,16254,ZAMFK39A390043578
14746681,Phone Up,Cars.com,,10/1/18,16325,WAUW3AFC3JN002111
14756117,Phone Up,Referral,,10/1/18,16309,WBA7F2C59JG424184
15044630,Showroom Up,other,,10/1/18,16255,WBA5M0C5XFD085073
14719182,Phone Up,Cars.com,,9/30/18,16243,WP1AF2A24ELA44103
14868677,Showroom Up,other,,9/29/18,16370,WBSLZ9C54FD651317
14258278,Internet Up,Autotrader.com,,9/28/18,16288A,1HGCP26418A140287
14592421,Phone Up,CarGurus,,9/28/18,16314,YH4K14AA3CA000485
14656934,Showroom Up,Autotrader,,9/28/18,16290,WP0CA29988S765349
14718345,Phone Up,Autotrader,,9/28/18,16130,WDDYK8AA9JA015164
14814216,Showroom Up,other,,9/28/18,16130,WDDYK8AA9JA015164
7102178,Showroom Up,Previous Buyer,,9/27/18,16297,WP0AB2A98FS110167
14745227,Showroom Up,other,,9/27/18,16297,WP0AB2A98FS110167
7095403,Showroom Up,other,,9/26/18,16355,WBA7H6C53JG614936
7102777,Showroom Up,other,,9/26/18,16298,WDDJK6FA7GF038369
14181180,Phone Up,CarGurus,,9/26/18,16356,WBAKN9C58FD960770
14191783,Internet Up,CarGurus,CarGurus,9/26/18,16232E,WDDDJ72XX9A151085
14745226,Showroom Up,other,,9/26/18,16232E,WDDDJ72XX9A151085
7102706,Phone Up,Previous Buyer,,9/25/18,16316,SCBDR33W59C061254
13365731,Internet Up,Autotrader.com,,9/25/18,16188,WP1AF2A53FLB48299
14186762,Phone Up,Autotrader,,9/25/18,16281,WBA3N3C56FK233558
14745225,Showroom Up,other,,9/25/18,16319A,SALSH2E40BA707386
13939337,Internet Up,CarGurus,CarGurus,9/24/18,16232A,SAJWA71B98SH20871
14153648,Internet Up,CarNow,SMS,9/24/18,16300A,SCBGH3ZA7EC040525
14189359,Showroom Up,Autotrader,,9/24/18,16336,2T2BGMCA7JC023861
14234983,Showroom Up,Car Gurus,,9/24/18,16271A,3FAHP0KC6BR289769
14250577,Showroom Up,Car Gurus,,9/24/18,16369,WBAXA5C58FD691292
14423209,Showroom Up,other,,9/24/18,16232A,SAJWA71B98SH20871
11967491,Showroom Up,other,,9/22/18,16371,WDDYK7HA6JA012786
14155821,Phone Up,AutoTrader,,9/22/18,16354A,JTJZK1BA7A2406714
14185307,Showroom Up,Drive-by,,9/22/18,16119,WBSFV9C57FD594295
14425923,Showroom Up,other,,9/22/18,16336,2T2BGMCA7JC023861
14868672,Showroom Up,other,,9/22/18,16324A,WDDKK5GF9BF083640
14948693,Showroom Up,other,,9/22/18,16281,WBA3N3C56FK233558
7207808,Phone Up,Referral,,9/21/18,16303,WP0AC2A72FL070321
13985726,Showroom Up,Autotrader,,9/21/18,16340,1G1YU3D67G5610121
14043138,Phone Up,CarGurus,,9/21/18,16338,WP0AB2A79CL062103
14149744,Showroom Up,Car Gurus,,9/21/18,16279,ZAM45VLA3E0093376
14425922,Showroom Up,other,,9/21/18,16354A,JTJZK1BA7A2406714
14020651,Showroom Up,Drive-by,,9/20/18,16354,2T2ZZMCA7HC063375
14144795,Phone Up,Autotrader,,9/20/18,16358,ZAM57XSA0F1133436
11826857,Phone Up,CarGurus,,9/19/18,16342,ZAM45VLA2E0124651
12163270,Internet Up,CarGurus,CarGurus,9/19/18,16179,WBA1M1C59FVZ99362
14012248,Showroom Up,Autotrader,,9/19/18,16335,ZAM45MMA6E0109420
14425919,Showroom Up,other,,9/19/18,16188,WP1AF2A53FLB48299
13819196,Phone Up,CarGurus,,9/18/18,16264A,5NPEB4AC1BH112540
13936067,Internet Up,Autotrader.com,,9/18/18,16301A,WDDHF5GB9BA431980
14021221,Phone Up,AutoTrader,,9/18/18,16288,JTJYARBZ4H2052454
14032666,Showroom Up,Car Gurus,,9/18/18,16315A,WA1DGAFE7BD002243
14184444,Showroom Up,other,,9/18/18,16179,WBA1M1C59FVZ99362
12027433,Phone Up,CarGurus,,9/17/18,16339,WBS6G9C58HD932249
7099807,Phone Up,Previous Buyer,,9/15/18,16329A,WDDJK7DA3DF010590
13383285,Internet Up,CarGurus,CarGurus,9/15/18,16232,ZAM56RRA2G1191604
13934550,Phone Up,CarGurus,,9/15/18,16313,SCBCR63W76C031164
7099506,Internet Up,Dealer Website,,9/14/18,16324,WDDKK6FF7HF362021
11835535,Phone Up,CarGurus,,9/14/18,16284,5UXXW3C55G0M90093
12880726,Phone Up,Autotrader,,9/14/18,16348,YH4K14AA6CA001775
13404273,Internet Up,CarGurus,CarGurus,9/14/18,16271,WMWXU1C57H2D57885
13914050,Showroom Up,Car Gurus,,9/14/18,16271,WMWXU1C57H2D57885
14001706,Showroom Up,other,,9/14/18,16329A,WDDJK7DA3DF010590
14040373,Showroom Up,other,,9/14/18,16284,5UXXW3C55G0M90093
12948274,Internet Up,CarGurus,CarGurus,9/13/18,16337,ZAM45VLA7D0074263
14040372,Showroom Up,other,,9/13/18,16351,WBA2L1C32HV666445
14154160,Showroom Up,other,,9/13/18,16264A,5NPEB4AC1BH112540
7100518,Phone Up,CarGurus,,9/12/18,16345,WP1AF2A21ELA39828
7101322,Showroom Up,Previous Buyer,,9/12/18,16322,WDDXJ8FB8FA010657
13404730,Phone Up,Autotrader,,9/12/18,16308,WBY1Z4C59FV504081
12952124,Internet Up,Autotrader.com,,9/11/18,16323,WP1AB2A25GLA92031
13930445,Showroom Up,other,,9/11/18,16286A,JN1BV7AR9EM701185
12807456,Internet Up,Dealer Website,,9/10/18,16329,ZFF77XJA6J0228968
12951564,Phone Up,Chat,,9/10/18,16266A,WAUAF78E28A154028
13817907,Showroom Up,other,,9/10/18,16266A,WAUAF78E28A154028
14184432,Showroom Up,other,,9/10/18,16218,WBAJB9C55JB034934
7159302,Internet Up,CarGurus,CarGurus,9/8/18,16259,WDDZF6EB9JA387894
12679027,Internet Up,CarGurus,CarGurus,9/8/18,16350,5YJXCAE20HF050433
12692700,Phone Up,CarGurus,,9/8/18,16107,WBA6D4C5XHD977855
12800107,Internet Up,CarGurus,CarGurus,9/8/18,16274,WBA8E1G57HNU13461
11886273,Phone Up,CarGurus,,9/7/18,16175A,WBAKA8C51CCY37674
12737486,Phone Up,Cars.com,,9/7/18,16286,WBA5B3C56FD548575
12746157,Internet Up,CarNow,Chat,9/6/18,16266,WAUWMAFC2FN002282
12733706,Showroom Up,Drive-by,,9/5/18,16269B,1G1YL3D77E5111098
11815573,Internet Up,Dealer Website,,9/4/18,16175,WBSFV9C53FD594813
11917455,Internet Up,Dealer Website,,9/4/18,16253,SALAG2V67GA787969
12004740,Showroom Up,other,,9/4/18,16245,WP0AA2A75GL004904
12127507,Phone Up,Chat,,9/4/18,16245,WP0AA2A75GL004904
11901236,Phone Up,Previous Buyer,,9/2/18,16183,WP0BC2A79EL077155
11843159,Phone Up,Autotrader,,9/1/18,16334,ZAM45MMA9E0090975
11966015,Internet Up,Dealer Website,,9/1/18,16319,SALGS2TF1EA187456
12127339,Phone Up,CarGurus,,9/1/18,16227,1C4HJWEG0EL235674
12150310,Showroom Up,Drive-by,,9/1/18,16301,WP0AA2A79GL002993
12746869,Showroom Up,other,,9/1/18,16301,WP0AA2A79GL002993
7099659,Phone Up,Previous Buyer,,8/31/18,16287A,WUAENAFG9F7001992
11903771,Phone Up,AutoTrader,,8/30/18,16272,WBSFV9C53FD595332
12004741,Phone Up,Drive-by,,8/30/18,16306,5UXKR0C57F0P11773
12746868,Showroom Up,other,,8/30/18,16319,SALGS2TF1EA187456
11614322,Phone Up,Autotrader,,8/29/18,16265,WDDLJ7EB0CA048485
11646278,Showroom Up,other,,8/29/18,16289,ZAM45MMA1D0070086
11744326,Phone Up,Website,,8/29/18,16248,ZAM45MMA1D0071691
11802199,Internet Up,CarGurus,CarGurus,8/29/18,16080A,4JGDA5JB6FA494651
11896062,Showroom Up,other,,8/29/18,16269,WBS3R9C50HK709115
12022777,Phone Up,AutoTrader,,8/29/18,16248A,KNDJT2A59D7602040
7209071,Showroom Up,Autotrader,,8/28/18,16247,WP1AF2A23DLA38923
11744382,Internet Up,CarGurus,CarGurus,8/28/18,16291,JTJHY7AX8A4047641
11835150,Phone Up,CarGurus,,8/28/18,16302,WP1AE2A2XHLA69711
11889752,Showroom Up,other,,8/28/18,16246,WP0AC2A72FL070108
11893860,Internet Up,CarGurus,CarGurus,8/28/18,16257A,WDBSK75F55F091830
11932847,Phone Up,Cars.com,,8/28/18,16264,WBA3V5C50FP753818
11891196,Phone Up,Autotrader,,8/27/18,16315,SALWR2TF7FA531784
11929067,Showroom Up,other,,8/27/18,16166A,WDDHF7HB9AA110580
11744322,Internet Up,CarGurus,CarGurus,8/25/18,16269,WBS3R9C50HK709115
11893028,Phone Up,Referral,,8/25/18,16201,WBA3A5G58FNS90747
10221602,Phone Up,Autotrader,,8/24/18,16278,ZAM45VLA9E0117356
11462298,Showroom Up,Drive-by,,8/22/18,16257,WDDJK7DA9FF037439
11643883,Internet Up,Autotrader.com,,8/22/18,16287,WBY2Z2C54GV675508
11667674,Showroom Up,Car Gurus,,8/22/18,16207,WBA3T3C53EJ876637
12004734,Showroom Up,other,,8/22/18,16257,WDDJK7DA9FF037439
11814869,Showroom Up,Drive-by,,8/21/18,16180,WBXHT3C34G5F64366
11821930,Showroom Up,other,,8/21/18,16180,WBXHT3C34G5F64366
11770194,Phone Up,CarGurus,,8/20/18,15766,WDBVF78J44A000365
11790054,Internet Up,CarNow,SMS,8/20/18,16311,WDDUG7JBXHA311002
11269241,Internet Up,Autotrader.com,,8/18/18,16226,WBS6G9C54GD932019
11688771,Internet Up,Cars.com,,8/18/18,16186A,JTHBJ46G072042778
11756993,Internet Up,Autotrader.com,,8/18/18,16184,WBA3R1C56FK194740
11763077,Showroom Up,other,,8/18/18,16184,WBA3R1C56FK194740
11051531,Internet Up,TrueCar,New TrueCar/TrueCar Auto Buying Customer Inquiry,8/17/18,16219,4JGDA5JB8GA733909
11743976,Showroom Up,Referral,,8/17/18,16228,WBA3R1C5XFK195177
11661281,Internet Up,Dealer Website,,8/16/18,16229A,WBAXG5C58DDY36245
11757007,Showroom Up,other,,8/16/18,16228,WBA3R1C5XFK195177
11763078,Showroom Up,other,,8/16/18,16277,ZAM56RRA0F1151147
7197009,Phone Up,Cars.com,,8/15/18,16225,SALGS2EF9GA297087
10146170,Showroom Up,Google,,8/15/18,16252,SALGS2VF5GA278116
11715257,Showroom Up,other,,8/15/18,16229A,WBAXG5C58DDY36245
7099320,Phone Up,Previous Buyer,,8/14/18,16300,SCBEC9ZA3EC092257
7604566,Internet Up,Autotrader.com,,8/14/18,16205,WDDUG8CB1GA245523
11647955,Phone Up,CarGurus,,8/14/18,16128A,WDDNG86X88A210121
11447626,Phone Up,OVE,,8/13/18,16189,WP1AF2A52GLB92859
11486128,Phone Up,Autotrader,,8/13/18,16237A,1FM5K8GT4DGB29396
11642337,Showroom Up,Autotrader,,8/13/18,16181A,JTDBU4EE5AJ079489
11479524,Phone Up,Referral,,8/11/18,16241,WP0AD2A93DS766218
11483095,Phone Up,AutoTrader,,8/11/18,16258,WMWRH33597TL94256
10816824,Internet Up,Dealer Website,,8/10/18,16159A,JNRBS08W64X404722
11476995,Phone Up,Referral,,8/10/18,16235,WBA3R1C5XFK195129
11482636,Showroom Up,other,,8/10/18,16251,4JGED6EB3JA094048
7207784,Showroom Up,other,,8/9/18,16212,SALGS2FE8HA363474
11053717,Phone Up,CarGurus,,8/9/18,16192,4JGDA5JB3JB010387
11645144,Showroom Up,other,,8/9/18,16189,WP1AF2A52GLB92859
10631551,Phone Up,Google,,8/8/18,16177,SALGS2EF3EA136859
11268030,Showroom Up,Drive-by,,8/7/18,16174,WBA4F7C54HG438424
11081936,Phone Up,CarGurus,,8/6/18,16181,WBS3C9C52FP805412
11146545,Phone Up,CarGurus,,8/6/18,16026B,JTDKN3DUXB1412089
11149245,Showroom Up,Car Gurus,,8/6/18,16237,ZAM45MMA9F0146544
11257062,Showroom Up,other,,8/6/18,16181,WBS3C9C52FP805412
10166865,Internet Up,Cars.com,,8/4/18,16097A,SCBFR7ZAXCC073547
10818807,Internet Up,Other,,8/4/18,16229,WBA6D0C51GD927790
10927259,Showroom Up,Autotrader,,8/4/18,16191A,1C3EL45X75N698938
11148667,Phone Up,Cars.com,,8/4/18,16208,4JGDF7DE1EA347431
11257061,Showroom Up,other,,8/4/18,16026B,JTDKN3DUXB1412089
11045511,Phone Up,Website,,8/3/18,16156,WBS3C9C58FJ276065
11256945,Showroom Up,other,,8/3/18,16250,5UXKU6C59J0W39078
10211617,Internet Up,Cars.com,,8/2/18,16168,WP1AB2A52FLB73819
10692760,Internet Up,Autotrader.com,,8/2/18,16215,WA1CCAFP9GA151156
10856600,Phone Up,CarGurus,,8/2/18,16251,4JGED6EB3JA094048
11047528,Phone Up,CarGurus,,8/2/18,16230A,WAU2GAFC2CN086685
11257060,Showroom Up,other,,8/2/18,16168,WP1AB2A52FLB73819
7194091,Phone Up,Google,,8/1/18,16206,4JGDA0EB3FA589598
8589976,Phone Up,Google,,8/1/18,16116,WBA3B5G59FNS13771
11146303,Showroom Up,other,,8/1/18,16206,4JGDA0EB3FA589598
7100922,Phone Up,Previous Buyer,,7/31/18,16098,SCBFH7ZA8FC043714
10817681,Showroom Up,other,,7/31/18,16231,5UXWX7C57G0R17533
7098952,Phone Up,Previous Buyer,,7/30/18,16128,5UXKR0C52H0V67455
10140369,Phone Up,CarGurus,,7/30/18,16197A,WBAFR9C55BC757180
10414247,Internet Up,Dealer Website,,7/30/18,16166,WP0AF2A71GL080749
10630542,Phone Up,Referral,,7/30/18,16193,WBS3C9C58FP805348
10652782,Phone Up,AutoTrader,,7/30/18,16186,58ABK1GG5JU100363
9943080,Internet Up,TrueCar,New TrueCar/USAA Auto Buying Customer Inquiry,7/28/18,16146A,WP1AA2A21CLA07120
10435119,Phone Up,Autotrader,,7/28/18,16203,WDDLJ7GB8FA151560
10629816,Showroom Up,Drive-by,,7/28/18,16032,WBA4B3C56FD670218
10642782,Showroom Up,other,,7/28/18,16213,WP0CB29996S769730
10307270,Showroom Up,Autotrader,,7/27/18,16230,WDCYC7DF1DX205108
10432667,Phone Up,CarGurus,,7/27/18,16173,55SWF4JB2FU081382
10588410,Phone Up,CarGurus,,7/27/18,16200A,55SWF4JB9FU077572
9481314,Phone Up,Website,,7/26/18,15954,WBA6D4C50GD977491
9906921,Phone Up,Autotrader,,7/26/18,16142,4JGDF7DE6GA686012
10262695,Internet Up,Dealer Website,,7/26/18,16216,WUAWAAFC2HN905291
10386982,Internet Up,TrueCar,New TrueCar/TrueCar Auto Buying Customer Inquiry,7/26/18,16026A,TRUBFAFK0E1006135
10111441,Phone Up,Autotrader,,7/23/18,16211A,SAJWA6FC2E8K05647
10147774,Showroom Up,Drive-by,,7/23/18,16221,ZAM57RTA5F1138111
10227301,Showroom Up,other,,7/23/18,16148,WP0AB2A78GL050059
7331787,Phone Up,Drive-by,,7/21/18,16123A,WP0CB2A96CS754710
10053550,Internet Up,CarGurus,CarGurus,7/21/18,16155,WBALW7C53FD596215
10082311,Showroom Up,Drive-by,,7/21/18,16049,WBA3N7C58FK222715
10168209,Showroom Up,Car Gurus,,7/21/18,16176,WBS3U9C51FJ967631
10111295,Phone Up,CarGurus,,7/20/18,16178,WBS3R9C52FK334938
10152769,Showroom Up,Drive-by,,7/20/18,16018A,WDDGF8BB5CR201618
7101604,Phone Up,Previous Buyer,,7/19/18,16200,WBA5B1C54FG125920
10171526,Showroom Up,other,,7/19/18,16197A,WBAFR9C55BC757180
10171527,Showroom Up,other,,7/19/18,15931A,1HGCR2F50FA251834
10110524,Showroom Up,Drive-by,,7/18/18,16222,ZAM57XSA4H1218766
7096237,Phone Up,Previous Buyer,,7/17/18,16211,5UXXW3C52F0M87392
7501807,Phone Up,Google,,7/17/18,15862,SCA664S55EUX52728
10052499,Internet Up,CarGurus,CarGurus,7/17/18,16137,SAJWA1C72H8W08266
10070160,Phone Up,Autotrader,,7/17/18,16100D,4JGBB86E18A331479
10642783,Showroom Up,other,,7/17/18,16199A,WDBNG74J23A353799
10057293,Showroom Up,Google,,7/16/18,16195,WBA6D4C59GD977392
10126849,Showroom Up,other,,7/16/18,16079,WBA7E4C58JGV23741
9994814,Internet Up,CarGurus,CarGurus,7/14/18,16197,WBAJB9C55JB036862
10050827,Phone Up,CarGurus,,7/14/18,15931,SALWR2EF9EA305242
10051489,Phone Up,CarGurus,,7/14/18,16012A,JM1NC2PF2B0215188
7101795,Phone Up,Referral,,7/13/18,16143,WBA4A5C56FGK15883
10048034,Showroom Up,other,,7/13/18,16171A,WDDHF8HB6BA263053
10048035,Showroom Up,other,,7/13/18,16080,5UXKU2C51F0F95788
10048037,Showroom Up,other,,7/13/18,16202,WDDUG8CB7FA202383
10053099,Showroom Up,other,,7/13/18,16194,WBS3U9C52FJ967735
7518024,Phone Up,Website,,7/12/18,16157,WBAYM9C52FD248364
9935567,Internet Up,Dealer Website,,7/12/18,15841A,WBAFR7C53BC604852
10048036,Showroom Up,other,,7/12/18,16142,4JGDF7DE6GA686012
9621041,Showroom Up,Website,,7/9/18,16076,ZAM56RPA5H1197157
9650956,Showroom Up,Drive-by,,7/9/18,16100B,3GYFNDE32FS636985
9655250,Internet Up,Autotrader.com,,7/9/18,16129A,WBSEK935X8CY79618
7173804,Phone Up,Google,,7/7/18,16113,SALGS3TF5FA239422
9868113,Phone Up,AutoTrader,,7/7/18,16145,WP0AA2A71GL001482
9890475,Showroom Up,other,,7/7/18,16145,WP0AA2A71GL001482
9618842,Internet Up,TrueCar,,7/6/18,16198,WBA5B1C50FD919492
9741699,Phone Up,CarGurus,,7/6/18,16153A,WMWSV3C58BTY11370
9480398,Phone Up,Website,,7/5/18,16002A,WP0AB2A91HS123667
9481254,Phone Up,AutoTrader,,7/5/18,16159,4JGDA5JB4JA998396
9560955,Showroom Up,Drive-by,,7/5/18,16199,WBS3U9C58FP967235
9407129,Internet Up,Cars.com,,7/3/18,16170,WBXHT3C30GP880655
9472353,Phone Up,Google,,7/3/18,16191,55SWF4KB0HU198105
9481400,Internet Up,Autotrader.com,,7/3/18,15971,WBSFV9C57GG343177
9415640,Phone Up,AutoTrader,,7/2/18,16185C,WBY2Z2C53GV674902
9415650,Showroom Up,Website,,7/2/18,16144A,5TDZA3EH4CS018815
9418978,Internet Up,CarGurus,CarGurus,7/2/18,16021,SCBEC9ZA0FC041929
9473235,Showroom Up,Website,,7/2/18,15896A,2G61M5S32E9119794
9481029,Phone Up,Referral,,7/2/18,16123C,SCFEKBBK1EGD17962
9652954,Showroom Up,other,,7/2/18,15954,WBA6D4C50GD977491
7102344,Phone Up,Previous Buyer,,6/30/18,16152,SCBCR73W39C059604
7102493,Phone Up,Previous Buyer,,6/30/18,16088,WMWLN5C52H2E31877
9545643,Showroom Up,other,,6/30/18,16069A,SAJWA6E76E8K08605
9341172,Internet Up,Autotrader.com,,6/29/18,15970B,JT3GN86R520246442
8858822,Internet Up,Autotrader.com,,6/28/18,16097,SCBBF7ZHXGC001905
9335861,Phone Up,Autotrader,,6/28/18,16141A,SAJDA41BX43A39001
9652953,Showroom Up,other,,6/28/18,16126,5UXKT0C3XH0S80882
7098632,Phone Up,Previous Buyer,,6/27/18,16069,WBY1Z8C51HV551521
8926161,Showroom Up,Drive-by,,6/27/18,16158,WMWLN5C50G2E30290
9333637,Internet Up,Autotrader.com,,6/27/18,16151,WP1AB2A24FLA60881
8921040,Phone Up,Autotrader,,6/26/18,15896,JN8AZ2NE5G9124155
9335689,Phone Up,AutoTrader,,6/25/18,16190,JTJBM7FX0J5181340
8734660,Internet Up,Dealer Website,,6/23/18,15799,SALVR2BG6FH965207
9335685,Showroom Up,other,,6/23/18,15984,WP1AF2A23FLA30386
9335687,Showroom Up,Drive-by,,6/23/18,16161,WP1AF2A25ELA42103
8899403,Phone Up,Google,,6/22/18,16147A,JTHBB1BAXA2004141
7501527,Internet Up,Dealer Website,,6/21/18,16149,SALWV2EF5GA596238
